Thoi_Gian_Giay,Nhiet_Do_C
331,24.7
331.5,24.7
332,24.7
332.5,24.7
333,24.7
333.5,24.7
334,24.7
334.5,24.7
335,24.7
335.5,24.7
336,24.6
336.5,24.6
337,24.6
337.5,24.7
338,24.6
338.5,24.6
339,24.6
339.5,24.6
340,24.6
340.5,24.6
341,24.5
341.5,24.6
342,24.5
342.5,24.5
343,24.5
343.5,24.5
344,24.5
344.5,24.5
345,24.5
345.5,24.4
346,24.5
346.5,24.4
347,24.4
347.5,24.4
348,24.4
348.5,24.4
349,24.4
349.5,24.4
350,24.4
350.5,24.3
351,24.3
351.5,24.3
352,24.3
352.5,24.3
353,24.3
353.5,24.3
354,24.3
354.5,24.3
355,24.3
355.5,24.2
356,24.3
356.5,24.2
357,24.2
357.5,24.2
358,24.2
358.5,24.2
359,24.2
359.5,24.2
360,24.2
360.5,24.2
361,24.2
361.5,24.1
362,24.2
362.5,24.1
363,24.1
363.5,24.1
364,24.1
364.5,24.1
365,24.1
365.5,24.1
366,24.1
366.5,24.1
367,24.1
367.5,24
368,24
368.5,24
369,24
369.5,24
370,24
370.5,24
371,24
371.5,24
372,24
372.5,24
373,24
373.5,23.9
374,24
374.5,23.9
375,23.9
375.5,23.9
376,23.9
376.5,23.9
377,23.9
377.5,23.9
378,23.9
378.5,23.9
379,23.9
379.5,23.9
380,23.9
380.5,23.9
381,23.9
381.5,23.8
382,23.8
382.5,23.8
383,23.8
383.5,23.8
384,23.8
384.5,23.8
385,23.8
385.5,23.8
386,23.8
386.5,23.7
387,23.7
387.5,23.7
388,23.7
388.5,23.7
389,23.7
389.5,23.7
390,23.7
390.5,23.6
391,23.7
391.5,23.6
392,23.7
392.5,23.6
393,23.6
393.5,23.6
394,23.6
394.5,23.6
395,23.6
395.5,23.6
396,23.6
396.5,23.6
397,23.5
397.5,23.5
398,23.5
398.5,23.5
399,23.5
399.5,23.5
400,23.5
400.5,23.5
401,23.5
401.5,23.5
402,23.5
402.5,23.5
403,23.5
403.5,23.4
404,23.4
404.5,23.4
405,23.4
405.5,23.4
406,23.4
406.5,23.4
407,23.4
407.5,23.4
408,23.4
408.5,23.4
409,23.4
409.5,23.3
410,23.3
410.5,23.3
411,23.3
411.5,23.3
412,23.3
412.5,23.3
413,23.3
413.5,23.3
414,23.3
414.5,23.3
415,23.2
415.5,23.2
416,23.3
416.5,23.2
417,23.2
417.5,23.2
418,23.2
418.5,23.2
419,23.2
419.5,23.2
420,23.2
420.5,23.2
421,23.1
421.5,23.1
422,23.1
422.5,23.1
423,23.1
423.5,23.1
424,23.1
424.5,23.1
425,23.1
425.5,23.1
426,23.1
426.5,23.1
427,23.1
427.5,23
428,23
428.5,23
429,23
429.5,23
430,23
430.5,23
431,23
431.5,23
432,23
432.5,23
433,23
433.5,23
434,22.9
434.5,22.9
435,22.9
435.5,22.9
436,22.9
436.5,22.9
437,22.9
437.5,22.9
438,22.9
438.5,22.9
439,22.8
439.5,22.9
440,22.9
440.5,22.9
441,22.8
441.5,22.8
442,22.8
442.5,22.8
443,22.8
443.5,22.8
444,22.8
444.5,22.8
445,22.8
445.5,22.8
446,22.8
446.5,22.8
447,22.8
447.5,22.7
448,22.7
448.5,22.7
449,22.7
449.5,22.7
450,22.7
450.5,22.7
451,22.7
451.5,22.7
452,22.7
452.5,22.7
453,22.7
453.5,22.7
454,22.6
454.5,22.6
455,22.7
455.5,22.6
456,22.6
456.5,22.6
457,22.7
457.5,22.6
458,22.6
458.5,22.6
459,22.6
459.5,22.6
460,22.6
460.5,22.6
461,22.6
461.5,22.6
462,22.6
462.5,22.6
463,22.6
463.5,22.6
464,22.6
464.5,22.5
465,22.5
465.5,22.5
466,22.5
466.5,22.6
467,22.5
467.5,22.5
468,22.5
468.5,22.5
469,22.5
469.5,22.5
470,22.6
470.5,22.5
471,22.6
471.5,22.5
472,22.5
472.5,22.5
473,22.5
473.5,22.5
474,22.5
474.5,22.5
475,22.6
475.5,22.6
476,22.6
476.5,22.6
477,22.6
477.5,22.6
478,22.6
478.5,22.6
479,22.6
479.5,22.7
480,22.7
480.5,22.7
481,22.7
481.5,22.7
482,22.8
482.5,22.8
483,22.8
483.5,22.8
484,22.9
484.5,22.9
485,22.9
485.5,22.9
486,22.9
486.5,23
487,23
487.5,23
488,23.1
488.5,23.1
489,23.1
489.5,23.1
490,23.2
490.5,23.2
491,23.2
491.5,23.2
492,23.3
492.5,23.3
493,23.3
493.5,23.4
494,23.4
494.5,23.4
495,23.4
495.5,23.4
496,23.5
496.5,23.5
497,23.5
497.5,23.6
498,23.6
498.5,23.6
499,23.7
499.5,23.7
500,23.7
500.5,23.8
501,23.8
501.5,23.8
502,23.9
502.5,23.9
503,23.9
503.5,23.9
504,24
504.5,24
505,24
505.5,24.1
506,24.1
506.5,24.1
507,24.2
507.5,24.2
508,24.2
508.5,24.3
509,24.3
509.5,24.3
510,24.4
510.5,24.4
511,24.4
511.5,24.4
512,24.5
512.5,24.6
513,24.6
513.5,24.6
514,24.7
514.5,24.7
515,24.7
515.5,24.8
516,24.8
516.5,24.8
517,24.9
517.5,24.9
518,24.9
518.5,25
519,25
519.5,25
520,25.1
520.5,25.1
521,25.1
521.5,25.1
522,25.2
522.5,25.2
523,25.2
523.5,25.3
524,25.3
524.5,25.3
525,25.4
525.5,25.4
526,25.4
526.5,25.4
527,25.5
527.5,25.5
528,25.5
528.5,25.5
529,25.6
529.5,25.6
530,25.6
530.5,25.7
531,25.7
531.5,25.7
532,25.7
532.5,25.8
533,25.8
533.5,25.8
534,25.8
534.5,25.8
535,25.9
535.5,25.9
536,25.9
536.5,25.9
537,26
537.5,26
538,26
538.5,26
539,26
539.5,26.1
540,26.1
540.5,26.1
541,26.1
541.5,26.1
542,26.2
542.5,26.2
543,26.2
543.5,26.2
544,26.2
544.5,26.3
545,26.3
545.5,26.3
546,26.3
546.5,26.3
547,26.3
547.5,26.3
548,26.4
548.5,26.4
549,26.4
549.5,26.4
550,26.4
550.5,26.4
551,26.4
551.5,26.5
552,26.5
552.5,26.5
553,26.5
553.5,26.5
554,26.5
554.5,26.6
555,26.6
555.5,26.6
556,26.6
556.5,26.6
557,26.6
557.5,26.6
558,26.6
558.5,26.7
559,26.7
559.5,26.7
560,26.7
560.5,26.7
561,26.7
561.5,26.7
562,26.7
562.5,26.7
563,26.7
563.5,26.8
564,26.8
564.5,26.8
565,26.8
565.5,26.8
566,26.9
566.5,26.8
567,26.9
567.5,26.9
568,26.9
568.5,26.9
569,26.9
569.5,26.9
570,26.9
570.5,26.9
571,26.9
571.5,26.9
572,26.9
572.5,26.9
573,27
573.5,27
574,27
574.5,27
575,27
575.5,27
576,27
576.5,27
577,27
577.5,27
578,27
578.5,27
579,27
579.5,27.1
580,27.1
580.5,27.1
581,27.1
581.5,27.1
582,27.1
582.5,27.1
583,27.1
583.5,27.1
584,27.1
584.5,27.1
585,27.1
585.5,27.2
586,27.2
586.5,27.2
587,27.2
587.5,27.2
588,27.2
588.5,27.2
589,27.2
589.5,27.2
590,27.2
590.5,27.2
591,27.2
591.5,27.2
592,27.2
592.5,27.2
593,27.2
593.5,27.3
594,27.3
594.5,27.3
595,27.3
595.5,27.3
596,27.3
596.5,27.3
597,27.3
597.5,27.3
598,27.3
598.5,27.3
599,27.3
599.5,27.4
600,27.3
600.5,27.3
601,27.3
601.5,27.3
602,27.4
602.5,27.4
603,27.4
603.5,27.4
604,27.4
604.5,27.4
605,27.4
605.5,27.4
606,27.4
606.5,27.4
607,27.4
607.5,27.4
608,27.4
608.5,27.4
609,27.4
609.5,27.4
610,27.4
610.5,27.4
611,27.5
611.5,27.5
612,27.4
612.5,27.5
613,27.5
613.5,27.5
614,27.5
614.5,27.5
615,27.5
615.5,27.5
616,27.5
616.5,27.5
617,27.5
617.5,27.5
618,27.5
618.5,27.5
619,27.5
619.5,27.5
620,27.5
620.5,27.5
621,27.5
621.5,27.6
622,27.6
622.5,27.6
623,27.5
623.5,27.6
624,27.6
624.5,27.6
625,27.6
625.5,27.6
626,27.6
626.5,27.6
627,27.6
627.5,27.6
628,27.6
628.5,27.6
629,27.6
629.5,27.6
630,27.6
630.5,27.6
631,27.6
631.5,27.6
632,27.6
632.5,27.6
633,27.6
633.5,27.7
634,27.6
634.5,27.6
635,27.7
635.5,27.7
636,27.6
636.5,27.7
637,27.6
637.5,27.7
638,27.7
638.5,27.7
639,27.7
639.5,27.7
640,27.7
640.5,27.7
641,27.7
641.5,27.7
642,27.7
642.5,27.7
643,27.7
643.5,27.7
644,27.7
644.5,27.7
645,27.7
645.5,27.7
646,27.7
646.5,27.7
647,27.7
647.5,27.7
648,27.7
648.5,27.7
649,27.7
649.5,27.7
650,27.7
650.5,27.7
651,27.7
651.5,27.7
652,27.7
652.5,27.7
653,27.7
653.5,27.8
654,27.7
654.5,27.7
655,27.8
655.5,27.7
656,27.7
656.5,27.8
657,27.8
657.5,27.8
658,27.8
658.5,27.7
659,27.8
659.5,27.7
660,27.7
660.5,27.8
661,27.7
661.5,27.7
662,27.8
662.5,27.8
663,27.7
663.5,27.7
664,27.8
664.5,27.7
665,27.7
665.5,27.7
666,27.8
666.5,27.8
667,27.7
667.5,27.8
668,27.7
668.5,27.8
669,27.8
669.5,27.7
670,27.8
670.5,27.7
671,27.8
671.5,27.7
672,27.7
672.5,27.8
673,27.7
673.5,27.7
674,27.8
674.5,27.8
675,27.8
675.5,27.7
676,27.7
676.5,27.8
677,27.8
677.5,27.8
678,27.8
678.5,27.7
679,27.8
679.5,27.8
680,27.8
680.5,27.8
681,27.7
681.5,27.8
682,27.8
682.5,27.8
683,27.8
683.5,27.8
684,27.8
684.5,27.8
685,27.8
685.5,27.8
686,27.8
686.5,27.8
687,27.8
687.5,27.8
688,27.8
688.5,27.8
689,27.8
689.5,27.8
690,27.8
690.5,27.8
691,27.8
691.5,27.8
692,27.8
692.5,27.8
693,27.8
693.5,27.8
694,27.8
694.5,27.8
695,27.8
695.5,27.8
696,27.8
696.5,27.8
697,27.8
697.5,27.8
698,27.8
698.5,27.8
699,27.8
699.5,27.8
700,27.8
700.5,27.8
701,27.8
701.5,27.8
702,27.8
702.5,27.8
703,27.8
703.5,27.8
704,27.8
704.5,27.8
705,27.8
705.5,27.8
706,27.8
706.5,27.8
707,27.8
707.5,27.8
708,27.8
708.5,27.8
709,27.8
709.5,27.8
710,27.8
710.5,27.8
711,27.8
711.5,27.8
712,27.8
712.5,27.9
713,27.8
713.5,27.8
714,27.9
714.5,27.8
715,27.9
715.5,27.9
716,27.8
716.5,27.9
717,27.9
717.5,27.9
718,27.9
718.5,27.9
719,27.9
719.5,27.9
720,27.8
720.5,27.9
721,27.9
721.5,27.9
722,27.9
722.5,27.9
723,27.9
723.5,27.9
724,27.9
724.5,27.9
725,27.9
725.5,27.9
726,27.9
726.5,27.9
727,27.9
727.5,27.9
728,27.9
728.5,27.9
729,27.9
729.5,27.9
730,27.9
730.5,27.9
731,27.9
731.5,27.9
732,27.9
732.5,27.9
733,27.9
733.5,27.9
734,27.9
734.5,27.9
735,27.9
735.5,27.9
736,27.9
736.5,27.9
737,27.9
737.5,27.9
738,27.9
738.5,27.9
739,27.9
739.5,27.9
740,27.9
740.5,27.9
741,27.9
741.5,27.9
742,27.9
742.5,27.9
743,27.9
743.5,27.9
744,27.9
744.5,27.9
745,27.9
745.5,27.9
746,27.9
746.5,27.9
747,27.9
747.5,27.9
748,27.9
748.5,27.9
749,27.9
749.5,27.9
750,27.9
750.5,27.9
751,27.9
751.5,27.9
752,27.9
752.5,27.9
753,27.9
753.5,27.9
754,27.9
754.5,27.9
755,27.9
755.5,27.9
756,27.9
756.5,27.9
757,27.9
757.5,27.9
758,27.9
758.5,27.9
759,27.9
759.5,27.9
760,27.9
760.5,27.9
761,27.9
761.5,27.9
762,27.9
762.5,27.9
763,27.9
763.5,27.9
764,27.9
764.5,27.9
765,27.9
765.5,27.9
766,27.8
766.5,27.9
767,27.9
767.5,27.9
768,27.9
768.5,27.9
769,27.9
769.5,27.8
770,27.9
770.5,27.9
771,27.9
771.5,27.9
772,27.9
772.5,27.8
773,27.9
773.5,27.8
774,27.8
774.5,27.8
775,27.8
775.5,27.9
776,27.9
776.5,27.8
777,27.8
777.5,27.8
778,27.8
778.5,27.8
779,27.8
779.5,27.8
780,27.8
780.5,27.8
781,27.8
781.5,27.8
782,27.8
782.5,27.8
783,27.8
783.5,27.8
784,27.8
784.5,27.8
785,27.8
785.5,27.8
786,27.8
786.5,27.8
787,27.8
787.5,27.8
788,27.8
788.5,27.8
789,27.8
789.5,27.8
790,27.8
790.5,27.8
791,27.8
791.5,27.8
792,27.8
792.5,27.8
793,27.8
793.5,27.8
794,27.8
794.5,27.8
795,27.8
795.5,27.8
796,27.8
796.5,27.8
797,27.8
797.5,27.8
798,27.8
798.5,27.8
799,27.8
799.5,27.8
800,27.8
800.5,27.8
801,27.8
801.5,27.7
802,27.8
802.5,27.7
803,27.8
803.5,27.7
804,27.7
804.5,27.7
805,27.7
805.5,27.7
806,27.7
806.5,27.7
807,27.7
807.5,27.7
808,27.7
808.5,27.7
809,27.7
809.5,27.7
810,27.7
810.5,27.7
811,27.7
811.5,27.7
812,27.7
812.5,27.7
813,27.7
813.5,27.7
814,27.7
814.5,27.7
815,27.7
815.5,27.7
816,27.7
816.5,27.7
817,27.7
817.5,27.7
818,27.7
818.5,27.7
819,27.7
819.5,27.7
820,27.7
820.5,27.7
821,27.7
821.5,27.7
822,27.7
822.5,27.7
823,27.7
823.5,27.7
824,27.7
824.5,27.7
825,27.7
825.5,27.7
826,27.7
826.5,27.7
827,27.7
827.5,27.7
828,27.7
828.5,27.7
829,27.7
829.5,27.7
830,27.7
830.5,27.7
831,27.7
831.5,27.7
832,27.7
832.5,27.7
833,27.7
833.5,27.7
834,27.7
834.5,27.7
835,27.7
835.5,27.7
836,27.7
836.5,27.7
837,27.7
837.5,27.7
838,27.7
838.5,27.7
839,27.7
839.5,27.7
840,27.7
840.5,27.7
841,27.7
841.5,27.7
842,27.7
842.5,27.7
843,27.7
843.5,27.7
844,27.7
844.5,27.7
845,27.7
845.5,27.7
846,27.7
846.5,27.7
847,27.7
847.5,27.7
848,27.7
848.5,27.7
849,27.7
849.5,27.7
850,27.7
850.5,27.7
851,27.7
851.5,27.7
852,27.7
852.5,27.7
853,27.7
853.5,27.7
854,27.7
854.5,27.7
855,27.7
855.5,27.7
856,27.7
856.5,27.7
857,27.7
857.5,27.7
858,27.7
858.5,27.7
859,27.7
859.5,27.7
860,27.7
860.5,27.7
861,27.7
861.5,27.7
862,27.7
862.5,27.7
863,27.7
863.5,27.7
864,27.7
864.5,27.7
865,27.7
865.5,27.7
866,27.7
866.5,27.7
867,27.7
867.5,27.7
868,27.7
868.5,27.7
869,27.7
869.5,27.7
870,27.7
870.5,27.7
871,27.7
871.5,27.7
872,27.7
872.5,27.7
873,27.7
873.5,27.7
874,27.7
874.5,27.7
875,27.7
875.5,27.7
876,27.7
876.5,27.7
877,27.7
877.5,27.7
878,27.7
878.5,27.7
879,27.7
879.5,27.7
880,27.7
880.5,27.7
881,27.7
881.5,27.7
882,27.7
882.5,27.7
883,27.7
883.5,27.7
884,27.7
884.5,27.7
885,27.7
885.5,27.7
886,27.7
886.5,27.7
887,27.7
887.5,27.7
888,27.7
888.5,27.7
889,27.7
889.5,27.7
890,27.7
890.5,27.7
891,27.7
891.5,27.7
892,27.7
892.5,27.7
893,27.7
893.5,27.7
894,27.7
894.5,27.7
895,27.7
895.5,27.7
896,27.7
896.5,27.7
897,27.7
897.5,27.7
898,27.7
898.5,27.7
899,27.7
899.5,27.7
900,27.7
900.5,27.6
901,27.7
901.5,27.7
902,27.6
902.5,27.6
903,27.7
903.5,27.7
904,27.6
904.5,27.6
905,27.6
905.5,27.7
906,27.6
906.5,27.6
907,27.6
907.5,27.6
908,27.6
908.5,27.6
909,27.6
909.5,27.6
910,27.6
910.5,27.6
911,27.6
911.5,27.6
912,27.6
912.5,27.6
913,27.6
913.5,27.6
914,27.6
914.5,27.6
915,27.6
915.5,27.6
916,27.6
916.5,27.6
917,27.6
917.5,27.6
918,27.6
918.5,27.6
919,27.6
919.5,27.5
920,27.6
920.5,27.6
921,27.6
921.5,27.6
922,27.6
922.5,27.5
923,27.5
923.5,27.5
924,27.5
924.5,27.5
925,27.6
925.5,27.5
926,27.5
926.5,27.5
927,27.5
927.5,27.5
928,27.5
928.5,27.5
929,27.5
929.5,27.5
930,27.5
930.5,27.5
931,27.5
931.5,27.5
932,27.5
932.5,27.5
933,27.5
933.5,27.5
934,27.5
934.5,27.5
935,27.5
935.5,27.5
936,27.5
936.5,27.5
937,27.5
937.5,27.5
938,27.5
938.5,27.5
939,27.5
939.5,27.5
940,27.5
940.5,27.5
941,27.5
941.5,27.5
942,27.5
942.5,27.5
943,27.5
943.5,27.5
944,27.5
944.5,27.5
945,27.5
945.5,27.4
946,27.5
946.5,27.5
947,27.5
947.5,27.4
948,27.4
948.5,27.5
949,27.5
949.5,27.4
950,27.5
950.5,27.5
951,27.5
951.5,27.5
952,27.5
952.5,27.5
953,27.5
953.5,27.5
954,27.5
954.5,27.5
955,27.5
955.5,27.5
956,27.5
956.5,27.5
957,27.5
957.5,27.5
958,27.5
958.5,27.5
959,27.5
959.5,27.5
960,27.5
960.5,27.5
961,27.5
961.5,27.5
962,27.5
962.5,27.5
963,27.5
963.5,27.5
964,27.5
964.5,27.5
965,27.5
965.5,27.5
966,27.5
966.5,27.5
967,27.5
967.5,27.5
968,27.5
968.5,27.5
969,27.5
969.5,27.5
970,27.5
970.5,27.5
971,27.5
971.5,27.5
972,27.5
972.5,27.5
973,27.5
973.5,27.5
974,27.5
974.5,27.5
975,27.5
975.5,27.5
976,27.5
976.5,27.5
977,27.5
977.5,27.4
978,27.5
978.5,27.5
979,27.5
979.5,27.4
980,27.5
980.5,27.4
981,27.4
981.5,27.4
982,27.5
982.5,27.4
983,27.4
983.5,27.5
984,27.5
984.5,27.5
985,27.4
985.5,27.4
986,27.5
986.5,27.4
987,27.4
987.5,27.5
988,27.5
988.5,27.5
989,27.5
989.5,27.5
990,27.5
990.5,27.4
991,27.5
991.5,27.5
992,27.4
992.5,27.5
993,27.5
993.5,27.5
994,27.5
994.5,27.5
995,27.5
995.5,27.5
996,27.4
996.5,27.5
997,27.5
997.5,27.5
998,27.5
998.5,27.4
999,27.5
999.5,27.4
1000,27.4
1000.5,27.4
1001,27.5
1001.5,27.4
1002,27.4
1002.5,27.4
1003,27.4
1003.5,27.4
1004,27.4
1004.5,27.4
1005,27.4
1005.5,27.5
1006,27.5
1006.5,27.5
1007,27.5
1007.5,27.5
1008,27.5
1008.5,27.5
1009,27.5
1009.5,27.4
1010,27.5
1010.5,27.5
1011,27.5
